repository	pkgbase	version	pkgbuild_sha256	packages	source_files
extra	libadwaita	1:1.9.2-1	d29ecb3e1b6c3efb274f5bf34210f58224b59bb1db98f8200fdba438ffb66ef0	libadwaita	https://archlinuxarm.org/packages/aarch64/libadwaita/files
extra	libao	1.2.2-7	d46d9dff0dc9509fad2903a73e8c409abe315fd08230f269cfe0bec51428c934	libao	https://archlinuxarm.org/packages/aarch64/libao/files
extra	libass	0.17.5-1	129f3fdbff80fe9dad612a325293583d2e162bcf95042ac56a5570e0d53822d2	libass	https://archlinuxarm.org/packages/aarch64/libass/files
extra	libasyncns	1:0.8+r3+g68cd5af-3	27b53b03b96cfa903335078785bb9610783adb2e74de0c97378a1d4c753276d9	libasyncns	https://archlinuxarm.org/packages/aarch64/libasyncns/files
extra	libatasmart	0.19-8	36b2e3c5554223b2000a5cd74ddbd3e8c6681aab0f9ee71560965f39be6fd736	libatasmart	https://archlinuxarm.org/packages/aarch64/libatasmart/files
extra	libavc1394	0.5.4-7	26082c42d51266cd3a373837cf93787c2a63bb83185d499d3adc16e43695c806	libavc1394	https://archlinuxarm.org/packages/aarch64/libavc1394/files
extra	libavif	1.4.2-1	bef873a801678d02649a69c4c93fce7b38eea0e8cbc84aab226bf855187728d2	libavif	https://archlinuxarm.org/packages/aarch64/libavif/files
extra	libb2	0.98.1-3	4cbc6f2c7e128b73614aa0609aa34143ea25dcf1936ec2dba70ac009e9e624f6	libb2	https://archlinuxarm.org/packages/aarch64/libb2/files
extra	libblockdev	3.5.0-2	e00dcca2f014e92916233165ed8030b5ef50dafea6dea20c41250e9cae18750f	libblockdev,libblockdev-crypto,libblockdev-fs,libblockdev-loop,libblockdev-mdraid,libblockdev-nvme,libblockdev-part,libblockdev-smart,libblockdev-swap	https://archlinuxarm.org/packages/aarch64/libblockdev/files
extra	libbluray	1.4.1-1	1820fb3cc2c94a8e66cc08f201e4e1f1136506bbadf14f1b9695a74b0e54f5a4	libbluray	https://archlinuxarm.org/packages/aarch64/libbluray/files
extra	libbs2b	3.1.0-10	f773807580ce3747c515bca2377133b1feee095228fbc195edf93e5798bfd9fe	libbs2b	https://archlinuxarm.org/packages/aarch64/libbs2b/files
extra	libbsd	0.12.2-2	8b22a8893b103c3662769be5434c940db1cf710a26ea52603acd425aa28b7bc3	libbsd	https://archlinuxarm.org/packages/aarch64/libbsd/files
extra	libburn	1.5.8-1	d2ea5bc008f1a4f292090bddc1567930270ec32ac731003ae16b5f965a754a4a	libburn	https://archlinuxarm.org/packages/aarch64/libburn/files
extra	libbytesize	2.12-3	f1f4a2db5ac86cc0e628e686135b1c31b3e2e70036427bb448a9bb10d4d6ea6e	libbytesize	https://archlinuxarm.org/packages/aarch64/libbytesize/files
extra	libcaca	0.99.beta20-7	ec5778676bd192679f626f635134664cb3314280c00f85b6221cb7a59445f7e3	libcaca	https://archlinuxarm.org/packages/aarch64/libcaca/files
extra	libcamera	0.7.2-3	9163579f8810ded4fa4bbe0b60af1511b4d867c04080df9748c6b6c8ddba336e	gst-plugin-libcamera,libcamera,libcamera-ipa,libcamera-tools	https://archlinuxarm.org/packages/aarch64/gst-plugin-libcamera/files
extra	libcanberra	1:0.30+r2+gc0620e4-6	93f0e7cb2e971c6a2bebda67779ce2039ee5d1c6c2a1827d166440aa14c831a0	libcanberra	https://archlinuxarm.org/packages/aarch64/libcanberra/files
extra	libcdio	2.3.0-1	0f308ad5df7e56d4729ce248698d5f651b5ea8f4ae9de96c818812e0f16d8f2c	libcdio	https://archlinuxarm.org/packages/aarch64/libcdio/files
extra	libcdio-paranoia	10.2+2.0.2-2	8cceda3c0091cfe46d26a9a360456bb3a6c83799078092a3da69374cd788a1d8	libcdio-paranoia	https://archlinuxarm.org/packages/aarch64/libcdio-paranoia/files
extra	libcloudproviders	0.4.0-1	07cda95c42b9a7c27397a7604bee19d19ea6181a6a44f1512ab12847e456eedc	libcloudproviders	https://archlinuxarm.org/packages/aarch64/libcloudproviders/files
extra	libcue	2.3.0-1	ff7cf0e1a2aa7c00485f0dc6dbe0465626e01f57729e6f16f568dbb5659616a5	libcue	https://archlinuxarm.org/packages/aarch64/libcue/files
extra	libdaemon	0.14-6	59dc50bd659bf77074631ab305bff1566dac43cc12de067da17a9974b9c12fb9	libdaemon	https://archlinuxarm.org/packages/aarch64/libdaemon/files
extra	libdatrie	0.2.14-1	2b690aac994815594ee8d7d7c1e63d94572ea4143171ddf4e8a75dc900ab5330	libdatrie	https://archlinuxarm.org/packages/aarch64/libdatrie/files
extra	libdbusmenu	18.10.20180917-1	fc47163304c1331a480d5c8ec775c189731b33f3531bf1f444f83d8132cb0895	libdbusmenu-glib,libdbusmenu-gtk3	https://archlinuxarm.org/packages/aarch64/libdbusmenu-glib/files
extra	libde265	1.1.1-1	a55978779bcafe0e65057b9c2de3f75a6b67fb56e2afca56bf2a1f189b43dd68	libde265	https://archlinuxarm.org/packages/aarch64/libde265/files
extra	libdecor	0.2.5-1	b8d04596a9086cbe8e5d30b10a656d1885fc50504b5747672868c6e99ab076f7	libdecor	https://archlinuxarm.org/packages/aarch64/libdecor/files
extra	libdeflate	1.25-1	1990ad57fa915b77ba2dc645b02e011eb8a5e01ce9f82e4530bce861ec5b3efb	libdeflate	https://archlinuxarm.org/packages/aarch64/libdeflate/files
extra	libdisplay-info	0.3.0-1	fedf92693b58f3789f6a5da49223dd568800232ad64cfb29f97db0a8c360bf6d	libdisplay-info	https://archlinuxarm.org/packages/aarch64/libdisplay-info/files
extra	libdovi	3.4.0-1	5803e81479776225b8d39c14afcf450c230b89536d49c04326e4c08fff98eb1a	libdovi	https://archlinuxarm.org/packages/aarch64/libdovi/files
extra	libdrm	2.4.134-1	3b0d182c38d97640cc233785a246600f68b3a46dfb1b667c442e03bdb7ec0b7f	libdrm	https://archlinuxarm.org/packages/aarch64/libdrm/files
extra	libdv	1.0.0-12	ce22e57f57f86b43b8cda3d37a2d5ae872e8ba0e1ac9bb91b729e555670f347a	libdv	https://archlinuxarm.org/packages/aarch64/libdv/files
extra	libdvdnav	7.0.0-1	ebdb2c594290299e78c91d2061ba3326c8a58f5e65167334ad595eaf3610eca2	libdvdnav	https://archlinuxarm.org/packages/aarch64/libdvdnav/files
extra	libdvdread	7.1.1-1	9be5e2bd2d3ac909d7d4a2a75a4bdd77196ba4b403610df3191dc86fa43bd08b	libdvdread	https://archlinuxarm.org/packages/aarch64/libdvdread/files
extra	libebur128	1.2.6-2	9870d1bf45a71a1819a20c25cf97123638c45ef469997b54982331bb35b84dd2	libebur128	https://archlinuxarm.org/packages/aarch64/libebur128/files
extra	libei	1.6.0-1	a48ecd70fb1a345085792b59caf0f9b954475cbf0279a7666a3cb317951f07cf	libei	https://archlinuxarm.org/packages/aarch64/libei/files
extra	libepoxy	1.5.10-3	5b83a416f4a3eddaa82e8bc6ef0bb60205401f9b0bce017cbc80aadaf5014e57	libepoxy	https://archlinuxarm.org/packages/aarch64/libepoxy/files
extra	libevdev	1.13.6-1	3c3ec71af84fb439f6108b4ae92c806b9aa9037b4ec85c3e20ba3f6a528789e8	libevdev	https://archlinuxarm.org/packages/aarch64/libevdev/files
extra	libexif	0.6.26-1	0bfc46cf5cd92fb71c2c6054997570dbb196e735ce4f600ec6c60cb92c7ef8c6	libexif	https://archlinuxarm.org/packages/aarch64/libexif/files
extra	libfdk-aac	2.0.3-2	37653b45ccca96b84435c9f1c0f141ac8ecb10deb7b61e9349887fb49404071a	libfdk-aac	https://archlinuxarm.org/packages/aarch64/libfdk-aac/files
extra	libfontenc	1.1.9-1	38b5f5a4f2b11c85899765d307779c75edc99f693390705fc1b61bf733ec04a3	libfontenc	https://archlinuxarm.org/packages/aarch64/libfontenc/files
extra	libfreeaptx	0.2.2-1	6248db7b096557a5e1a8718a53b552b9d0782b9a4cd72e47193d6340b046bf83	libfreeaptx	https://archlinuxarm.org/packages/aarch64/libfreeaptx/files
extra	libfyaml	0.9.6-2	62cda0699d7d712e82b0d56e45b198e315aafb5f73bb7959e9c08b7e3f543bc6	libfyaml	https://archlinuxarm.org/packages/aarch64/libfyaml/files
extra	libglvnd	1.7.0-3	79d5815deebe19d960b44d0e977a58a345adfb1a0147a091a18a15ecc18c29b0	libglvnd	https://archlinuxarm.org/packages/aarch64/libglvnd/files
extra	libgphoto2	2.5.34-1	66489b7d84e5b53f686eff6059412e1f98dc1b29b814b7dea0ecb2dc4fdebeac	libgphoto2	https://archlinuxarm.org/packages/aarch64/libgphoto2/files
extra	libgsf	1.14.58-1	7b6f47ffcc34fd461ef31da3e788018cbaed909f63a96835479ff13c1d2867be	libgsf	https://archlinuxarm.org/packages/aarch64/libgsf/files
extra	libgtop	2.41.3-2	7645eb0d317e83316f5b2963aa8b7ae537db961a1d5412a726906e6934c40269	libgtop	https://archlinuxarm.org/packages/aarch64/libgtop/files
extra	libgudev	238-3	ca49ae905d942002bfd59f008c001ca824de7772b491af17e9cc78e6007d9887	libgudev	https://archlinuxarm.org/packages/aarch64/libgudev/files
extra	libgusb	0.4.9-2	10548c190b7d0d99f6c0c581aec8631ab8a736c906f138a715e702249bbc7061	libgusb	https://archlinuxarm.org/packages/aarch64/libgusb/files
extra	libgweather-4	4.6.0-1	bd4b266b369817798e9e9af726f3553548b601373f747fcddbc8484c671aa12d	libgweather-4	https://archlinuxarm.org/packages/aarch64/libgweather-4/files
extra	libgxps	0.3.2-5	229a5515aa64b3026ffc3095197de25534f078113c2c39722413ba84081e47c5	libgxps	https://archlinuxarm.org/packages/aarch64/libgxps/files
extra	libhandy	1.8.3-2	eb93766a5b3963358b6fdf6f77b4033da761472350a749b4dd4c1f92c70e58a3	libhandy	https://archlinuxarm.org/packages/aarch64/libhandy/files
extra	libheif	1.23.1-1	b08a457a81b00d1c9da1a74609f6d234620bad7c3a804de9d0d762b68d7a9f80	libheif	https://archlinuxarm.org/packages/aarch64/libheif/files
extra	libical	4.0.3-3	5c99a2daa67267c843869b5083fc7ceaf339072a6f43153274720e8d5abf86a7	libical	https://archlinuxarm.org/packages/aarch64/libical/files
extra	libice	1.1.2-1	74227af9debeddc78ad9cde22e4d1cc668a8dd2564d6651229c23958d828c364	libice	https://archlinuxarm.org/packages/aarch64/libice/files
extra	libiec61883	1.2.0-9	719b890d94170c72ffbfaa592155359ebde88684cf5e844ed01ce5b19a355e76	libiec61883	https://archlinuxarm.org/packages/aarch64/libiec61883/files
extra	libimobiledevice	1.4.0-2	f07f9c50772151c6ff6c86751efa012b07982f009e6e63b1fd41d8051732459b	libimobiledevice	https://archlinuxarm.org/packages/aarch64/libimobiledevice/files
extra	libimobiledevice-glue	1.3.2-1	d7ba77b1a994374807a8bb91d809e59ba8a5d6d6196ae9f6edf486334df041c0	libimobiledevice-glue	https://archlinuxarm.org/packages/aarch64/libimobiledevice-glue/files
extra	libinput	1.31.3-1	8b57af363316d8dfa29b986fe58b347dd5e8472a99bff693b869780a48a2971d	libinput	https://archlinuxarm.org/packages/aarch64/libinput/files
extra	libiptcdata	1.0.5-5	6f7b0c75a02770955cbe5558d78c8a8b85112dee8c3bb2e1cd3f7534d7055d1b	libiptcdata	https://archlinuxarm.org/packages/aarch64/libiptcdata/files
extra	libisoburn	1.5.8.2-1	6be5bcf69c402df9a2307e081c737d0d3c5bdfc8dbee1950e6ff7869b259a5b6	libisoburn	https://archlinuxarm.org/packages/aarch64/libisoburn/files
extra	libisofs	1.5.8.2-1	b7303d4e2c9198017723a32c7ed8e074fd3c1e38127d1eed2a935eb866bb45d0	libisofs	https://archlinuxarm.org/packages/aarch64/libisofs/files
extra	libjpeg-turbo	3.2.0-2	b220db17e6a3ab046c19303a6222aa01109cc04d02a671ae35908c54369526af	libjpeg-turbo	https://archlinuxarm.org/packages/aarch64/libjpeg-turbo/files
extra	libjxl	0.12.0-1	edb8df793fb99af1ae0a1335a1979dd47d2abea7dd4e2759451d9adb7db0bf46	libjxl	https://archlinuxarm.org/packages/aarch64/libjxl/files
extra	liblc3	1.1.3-2	209201e12b0d1b0a39193ba3970784e112790252465c325d0498f7e0a6d0b7c1	liblc3	https://archlinuxarm.org/packages/aarch64/liblc3/files
extra	libldac	2.0.2.6-1	b58593237e11c5ebaae2fde900802c2dd3e4a57da96bd423d8b681085e28a3fa	libldac	https://archlinuxarm.org/packages/aarch64/libldac/files
extra	liblouis	3.38.0-1	01bc8ba749056cfeaad58c82974095b6257c174f4918b3cd995f2e318f068548	liblouis	https://archlinuxarm.org/packages/aarch64/liblouis/files
extra	libmanette	0.2.13-2	69644c3d1499680fcd0aac680ffae4ebe74c773a6fafcc44c1ae7fd93f728c67	libmanette	https://archlinuxarm.org/packages/aarch64/libmanette/files
extra	libmbim	1.34.0-1	24eb668c9846a73ffbf4fcd6076194fd9b2c727df9d2677b362c4e5cf3d5794f	libmbim	https://archlinuxarm.org/packages/aarch64/libmbim/files
extra	libmd	1.2.0-1	8974fb1aff912e6760e99700610cfc6bae9d430b4522be74d58b2f7f01229a85	libmd	https://archlinuxarm.org/packages/aarch64/libmd/files
extra	libmodplug	0.8.9.0-7	1e9e5722d15758cc4ef483053f32738b45eec9bb683e291320a0df2b09be6ec7	libmodplug	https://archlinuxarm.org/packages/aarch64/libmodplug/files
extra	libmtp	1.1.23-1	6bea2bfe1fb2d445a1b515cfb9af05ff2a30c435a071eb817113bb6a6e6b13eb	libmtp	https://archlinuxarm.org/packages/aarch64/libmtp/files
extra	libmysofa	1.3.4-1	2077a013cf794d39455f4bd26641a97b6383c9c29dff4ea427535960b3ccceff	libmysofa	https://archlinuxarm.org/packages/aarch64/libmysofa/files
extra	libndp	1.9-1	a669550bef933e056850432c8c1859a39997e9ababbf6d43960a0130ffc7bb6e	libndp	https://archlinuxarm.org/packages/aarch64/libndp/files
extra	libnewt	0.52.25-2	07eefdb025fe8d5de8efed9f2cb7a1777c9f3fcf1a6710120fcd6e0c718b7492	libnewt	https://archlinuxarm.org/packages/aarch64/libnewt/files
extra	libnice	0.1.23-1	8ad7e3db0f119c9a12601096f1ca09e34251151ec54f62a015af89b5350e9dae	libnice	https://archlinuxarm.org/packages/aarch64/libnice/files
extra	libnma	1.10.6-3	56ca3371682a91b096eb061174aebb09e1930a8dc7da065ac4a8fc307c12c25e	libnma-common,libnma-gtk4	https://archlinuxarm.org/packages/aarch64/libnma-common/files
extra	libnotify	0.8.8-1	39b1b57c4c93b6a081b7a5964da0619b6f48605956a0b9b41f2c99712db51827	libnotify	https://archlinuxarm.org/packages/aarch64/libnotify/files
extra	libnvme	1.16.2-1	b5588875dd76ccdf49e611c1037c39eb3ca9e6fd3652dfc9d5b79a2f4bf176fd	libnvme	https://archlinuxarm.org/packages/aarch64/libnvme/files
extra	libogg	1.3.6-1	78d263c52d1321f80ce581b86bb26e14e241919cb1b2240cd597ae6edb36aa18	libogg	https://archlinuxarm.org/packages/aarch64/libogg/files
extra	libopenmpt	0.8.7-1	c651077f3d96247bc82314ecc4e70168c0a9fdd9cab925553d2cbe0eb32b3d75	libopenmpt	https://archlinuxarm.org/packages/aarch64/libopenmpt/files
extra	libosinfo	1.12.0-3	0504bffc624782f7425a4bc6780c1d5545d13c634866bd0a15a7be5ef57620da	libosinfo	https://archlinuxarm.org/packages/aarch64/libosinfo/files
extra	libpciaccess	0.19-1	7e122a98724da38958c0f27d0675afc4bd66754a21fb6fc45268918b7d0cba3d	libpciaccess	https://archlinuxarm.org/packages/aarch64/libpciaccess/files
extra	libpgm	5.3.128-4	5ba24bb75443c8b84586eb479a1ab69442e4560de7e2902c320a08851cee461b	libpgm	https://archlinuxarm.org/packages/aarch64/libpgm/files
extra	libplacebo	7.360.1-3	5f000c8046294407057485a63e4fcbd050a6ec69a902954efa1538a292dfa60e	libplacebo	https://archlinuxarm.org/packages/aarch64/libplacebo/files
extra	libplist	2.7.0-3	edff9fb3f97cd4ad19d5c17a3a6f6d930861dc1aaa0fadb46f3c2a9290671d1b	libplist	https://archlinuxarm.org/packages/aarch64/libplist/files
extra	libpng	1.6.58-2	bf3b64f8e1f826377af715338b4913ec9740b4e0a12b69d10fc7cf9966a19685	libpng	https://archlinuxarm.org/packages/aarch64/libpng/files
extra	libportal	0.10.0-1	c6aca507eebd3450768ca4e40198f5479d00b536ef027bfa9b822019711e0aaf	libportal,libportal-gtk4	https://archlinuxarm.org/packages/aarch64/libportal/files
extra	libproxy	0.5.12-1	8206f9125eaf46a95417f5122999e22f0d666a002af43d6c51f06858215128d1	libproxy	https://archlinuxarm.org/packages/aarch64/libproxy/files
extra	libpwquality	1.4.5-7	a86289480986a5f290ed7be95e1e39d2e2c86a37a2b03982a6d072e76760714a	libpwquality	https://archlinuxarm.org/packages/aarch64/libpwquality/files
extra	libqmi	1.38.0-1	e69ea44baab97f19eb62d9e792e1afdc92f6e833d33486359c96856c2c2fd3e3	libqmi	https://archlinuxarm.org/packages/aarch64/libqmi/files
extra	libqrtr-glib	1.4.0-1	1f6673e2e34b44f1377a7208ae9bac9505e761921c90b78bc89c9cdebbc5ac85	libqrtr-glib	https://archlinuxarm.org/packages/aarch64/libqrtr-glib/files
extra	libraw1394	2.1.2-4	31cad7d0f58fba5c3817065a97847259752c4e07ddc8c05f7a550ac158526b1e	libraw1394	https://archlinuxarm.org/packages/aarch64/libraw1394/files
extra	librest	0.10.2-1	7ac08ecf4c120f70f5e5f185c6b55915a746da59a912574b4971f857ad8d765c	librest	https://archlinuxarm.org/packages/aarch64/librest/files
extra	librsvg	2:2.62.3-1	3d234e46836a25136befa501e8c0cdb0c0ccceb50f9480a2d106676ca2a412b1	librsvg	https://archlinuxarm.org/packages/aarch64/librsvg/files
extra	libsamplerate	0.2.2-3	0cd95377b4c464eafb07effcb2873b7c55ade3fc419386ce398fc86214636a5c	libsamplerate	https://archlinuxarm.org/packages/aarch64/libsamplerate/files
extra	libshout	1:2.4.6-5	4a17bbccfdfe8bc3054354da8dc613518f3ff3db3d87773445f71519d78d3920	libshout	https://archlinuxarm.org/packages/aarch64/libshout/files
extra	libsigc++	2.12.2-1	dd4aa7091d865f442f4bc98b7358c731d866e1b1cd37ee8c200a7bd25cfb2fb5	libsigc++	https://archlinuxarm.org/packages/aarch64/libsigc++/files
extra	libsigc++-3.0	3.8.1-1	91d7418f1ff6aa0fe18b12a3abe67fba509fba561d3859d4a92d6d2a19f60e2e	libsigc++-3.0	https://archlinuxarm.org/packages/aarch64/libsigc++-3.0/files
extra	libsm	1.2.6-1	a890bf29280e6e177083dd74cc593524162151de23330e6a5a828e8ff80ed520	libsm	https://archlinuxarm.org/packages/aarch64/libsm/files
extra	libsndfile	1.2.2-4	d5e641a654b98e7526db82489fa50e723e7963a12bad98e30baf314ba7dd64ad	libsndfile	https://archlinuxarm.org/packages/aarch64/libsndfile/files
extra	libsodium	1.0.22-1	74bc9a21f7a5faffab0d7d68b677ef47a6f2c7af1e5b5df84ab7f02673f501c9	libsodium	https://archlinuxarm.org/packages/aarch64/libsodium/files
extra	libsonic	0.2.0-2	9d3186885e4f5ec391bd85bf3c6fc20b0ebcbda7aa6d73d5504c50621278e400	libsonic	https://archlinuxarm.org/packages/aarch64/libsonic/files
extra	libsoup3	3.6.6-2	93a94e098226fe771ce2750cd390428b17d557bf6c83ec819197fd6e40358070	libsoup3	https://archlinuxarm.org/packages/aarch64/libsoup3/files
extra	libsoxr	0.1.3-5	c2b493d1f8e06a292216e3ff0fd0c66771acb28b072e6e18dbbec52a83c6ca78	libsoxr	https://archlinuxarm.org/packages/aarch64/libsoxr/files
extra	libspelling	0.4.10-1	a77c32119547a531b030fa81681ac71da87c2782e2545259450cb301e5690c71	libspelling	https://archlinuxarm.org/packages/aarch64/libspelling/files
extra	libssc	0.4.4-1	94c81d5896e92dac89c7468ee752fa4d112a96e7d87cc8983fa63befb6761a1d	libssc	https://archlinuxarm.org/packages/aarch64/libssc/files
extra	libssh	0.12.1-1	a17fcff7549b878071d9969859ba3124ef5daaace2c5990fcb2d617255d64755	libssh	https://archlinuxarm.org/packages/aarch64/libssh/files
extra	libtatsu	1.0.5-1	4e8e1d06d7e370b399df3441d3b592d2743f30a99eefd0c6f88527d52c7b991b	libtatsu	https://archlinuxarm.org/packages/aarch64/libtatsu/files
extra	libteam	1.32-3	c8ade2723cd47c27550f77a3024611fdd89bf33b7bfab5eca1c700efc763ce45	libteam	https://archlinuxarm.org/packages/aarch64/libteam/files
extra	libthai	0.1.30-1	2370aebf95ed9434eea23915727b4eba6c35ec147c6135807843e0adcbaa0040	libthai	https://archlinuxarm.org/packages/aarch64/libthai/files
extra	libtheora	1.2.0-1	e96d8ae627921dac9d7c2d25c61ecc8160cbda8f94c0e41bb74c139ed180d2ec	libtheora	https://archlinuxarm.org/packages/aarch64/libtheora/files
extra	libtiff	4.7.2-1	d555f6d60f67ce3810ec0b06fd1e281dadf6c8deebd6caea57b323cca31e82f5	libtiff	https://archlinuxarm.org/packages/aarch64/libtiff/files
extra	libunibreak	7.0-1	21734ec5fcb46a95a08bdffc1b1569cd0542c2b25518e750bcb4ed8297f37eed	libunibreak	https://archlinuxarm.org/packages/aarch64/libunibreak/files
extra	libunwind	1.8.2-1	d4f987a884903851bbb6624a19f11062c94e697764f15f34128e6e3197260fb4	libunwind	https://archlinuxarm.org/packages/aarch64/libunwind/files
extra	liburing	2.15-1	9dc354c6d506935ccaa0e02f0f01e148cfc1394d3b568ff6a8b1c0d83ef3cfee	liburing	https://archlinuxarm.org/packages/aarch64/liburing/files
extra	libusbmuxd	2.1.1-2	1df1d746def36b76bcc17f0223dfa4b9d64f40a2300ce2c0dc7ac9f792ab4b4d	libusbmuxd	https://archlinuxarm.org/packages/aarch64/libusbmuxd/files
extra	libva	2.24.1-1	3a3d36cc9c3b7aa4cc99a8793c5cee52b42b975f1bb8130c062dcacb8e137f08	libva	https://archlinuxarm.org/packages/aarch64/libva/files
extra	libvdpau	1.5-4	7e273a597d2125bc573dbf8bdf6b3d5734cb216ac40de27de02740512c5fb34f	libvdpau	https://archlinuxarm.org/packages/aarch64/libvdpau/files
extra	libvorbis	1.3.7-4	022e60987b49d5331fe66d7daa8460eb5ba6acb53a56f26af296c364b4eeb3a1	libvorbis	https://archlinuxarm.org/packages/aarch64/libvorbis/files
extra	libvpx	1.16.0-3	756cda210ffd0a6e7742d26b65b0ca3e73e2e0cb33c302139e6c455e60dc1869	libvpx	https://archlinuxarm.org/packages/aarch64/libvpx/files
extra	libwacom	2.19.1-1	605877e990a25776f688487541c14f9241663c9d6b4c500cc429ff5353c3e24c	libwacom	https://archlinuxarm.org/packages/aarch64/libwacom/files
extra	libwebp	1.6.0-2	a654184aa78d4ad20ab0d4a87174f39f225fa550dc21555bb95747a3f6e83686	libwebp	https://archlinuxarm.org/packages/aarch64/libwebp/files
extra	libwnck3	43.3-1	725c3d275d8d472f1ca140a58bf9284b4335cb3d176f8ff157dad8e9fc72d009	libwnck3	https://archlinuxarm.org/packages/aarch64/libwnck3/files
extra	libx11	1.8.13-1	9618225f5a4ca659eac4273b9e988e2f53aa2165818a3ead360eb1c7c60c4f0a	libx11	https://archlinuxarm.org/packages/aarch64/libx11/files
extra	libxau	1.0.12-1	c6c8ab7cd90d7a67910dde5fc75e8ee7cb71c11c4f74ac57fd223622622eb886	libxau	https://archlinuxarm.org/packages/aarch64/libxau/files
extra	libxaw	1.0.16-2	7bad92fa118802aad30c8239011fee59748b47eec96b63a6279c1be19838356b	libxaw	https://archlinuxarm.org/packages/aarch64/libxaw/files
extra	libxcb	1.17.0-1	5d49c3baf1f53466ad5276cb9d644021e208fa5f9cc23be44a8d5bfde0d40ecf	libxcb	https://archlinuxarm.org/packages/aarch64/libxcb/files
extra	libxcomposite	0.4.7-1	ce3542d0291bf638f313babe3eab0712a90b0e3849f01a974ca0908be0174aa3	libxcomposite	https://archlinuxarm.org/packages/aarch64/libxcomposite/files
extra	libxcursor	1.2.3-1	1599565feab6ed237bab63b2d420aea54bc2303c6e2a57b25d3bcd9f03bf048e	libxcursor	https://archlinuxarm.org/packages/aarch64/libxcursor/files
extra	libxcvt	0.1.3-1	4fe4347213b3d8a03d09d25269fbaaf9aa3791005db774cbc8d9defffa0cda42	libxcvt	https://archlinuxarm.org/packages/aarch64/libxcvt/files
extra	libxdamage	1.1.7-1	f740d10c998832c0c8704fa2eea9f28042f73b0d3d85d3324eb4de56c3984ae1	libxdamage	https://archlinuxarm.org/packages/aarch64/libxdamage/files
extra	libxdmcp	1.1.5-2	18c6f13a027b747715abc220f2fc7c6a1489f54258206bea49c9fb0d36b01a5b	libxdmcp	https://archlinuxarm.org/packages/aarch64/libxdmcp/files
extra	libxext	1.3.7-1	f3f6d0e26fee64a257813e0b85fa105849f40d4cfa67cca2b022ce9bc172851f	libxext	https://archlinuxarm.org/packages/aarch64/libxext/files
extra	libxfixes	6.0.2-1	57667bb0bcc165b66422365fb0c01bd47ee7aeaf4420389750a1c8576bc68ca0	libxfixes	https://archlinuxarm.org/packages/aarch64/libxfixes/files
extra	libxfont2	2.0.8-1	35679958b66f8937a88dbdd1876c76b139d0b1b8b6fac787c8d8d67cd9df4ec5	libxfont2	https://archlinuxarm.org/packages/aarch64/libxfont2/files
extra	libxft	2.3.9-1	a48bfc06df97b6fb43291593ab0f015969b3cb02c4491c31a7721e650c714470	libxft	https://archlinuxarm.org/packages/aarch64/libxft/files
extra	libxi	1.8.3-1	92d7f1cea4083cea5601276e8cac908dc216af1546b57d6636aaec9d9d204ea8	libxi	https://archlinuxarm.org/packages/aarch64/libxi/files
extra	libxinerama	1.1.6-1	89dbbe29c4ff0a147db5c371ed6a2921f7ec50875830a83058202a454d8778c2	libxinerama	https://archlinuxarm.org/packages/aarch64/libxinerama/files
extra	libxkbcommon	1.13.2-1	499b0adbce1b7a1d182f54c7a2208111148aab68196bed5daedc63990d0d9d43	libxkbcommon,libxkbcommon-x11	https://archlinuxarm.org/packages/aarch64/libxkbcommon/files
extra	libxkbfile	1.2.0-1	9ede7157601ebcf01ad5303b5c97a70271b5786ad4ed3b899afe81e9c59c79dd	libxkbfile	https://archlinuxarm.org/packages/aarch64/libxkbfile/files
extra	libxmlb	0.3.28-1	3f3cb365f9f3f91a899dbce89e4b62e92dc7967c59a21179babb838e0a2984d2	libxmlb	https://archlinuxarm.org/packages/aarch64/libxmlb/files
extra	libxmu	1.3.1-1	442a00f989ae07e208e93304f8c074a41e03c4a73849f1831822869ece36ddb3	libxmu	https://archlinuxarm.org/packages/aarch64/libxmu/files
extra	libxpm	3.5.19-1	5307c95d12bf2c62ff9a7c9d7d662a9eb6d06a1d5017626772351a63feb2ac1f	libxpm	https://archlinuxarm.org/packages/aarch64/libxpm/files
extra	libxrandr	1.5.5-1	32157a50c1f294dbe1de04f69902c30358b05931f830f098d01614ac6187a0b4	libxrandr	https://archlinuxarm.org/packages/aarch64/libxrandr/files
extra	libxrender	0.9.12-1	9c68531e977548a90abffa029f62c995b497a92b3223c73756e11f2f56b42b4d	libxrender	https://archlinuxarm.org/packages/aarch64/libxrender/files
extra	libxres	1.2.3-1	1caf42ba3299fcd9373a189d59f8cfd5615e9d019424dcb01af8cdf191ce223a	libxres	https://archlinuxarm.org/packages/aarch64/libxres/files
extra	libxshmfence	1.3.3-1	03bbcfe8a095e9fd4fb7727f975a550ed6afbf6adb13351d5140b1b095e58424	libxshmfence	https://archlinuxarm.org/packages/aarch64/libxshmfence/files
extra	libxslt	1.1.45-2	a9026f3e4d4be6bfa0e9bdf2479c9cb2d2b48f4fb9d406b6cb6fd4e797149528	libxslt	https://archlinuxarm.org/packages/aarch64/libxslt/files
extra	libxss	1.2.5-1	f710c52f0431a5b8b3f93341b50553d80ab3513563591e6a6ca13c5d08d4f14e	libxss	https://archlinuxarm.org/packages/aarch64/libxss/files
